peak	gene	distance	peak_type
chr1_11705694_11706367	FBXO44	-8065	distal
chr1_11708765_11709381	FBXO2;FBXO44	0;-5051	distal;distal
chr1_11709894_11711284	FBXO2;FBXO44	0;-3148	distal;distal
chr1_11714002_11715400	FBXO2;FBXO44	0;0	promoter;promoter
chr1_11723745_11725454	FBXO6	0	promoter
chr1_11730742_11731107	FBXO6	6562	distal
chr1_11740332_11742082	MAD2L2	0	promoter
chr1_11750720_11752007	DRAXIN;MAD2L2	0;0	promoter;promoter
chr1_11752851_11753784	DRAXIN	1066	distal
chr1_11771142_11771552	DRAXIN	19357	distal
chr1_11779027_11780432	AGTRAP;DRAXIN	-15709;0	distal;distal
chr1_11785554_11786072	AGTRAP;DRAXIN	-10069;0	distal;distal
chr1_11789618_11791051	AGTRAP	-5090	distal
chr1_11791595_11792374	AGTRAP	-3767	distal
chr1_11795500_11797744	AGTRAP	0	promoter
chr1_11798641_11799323	AGTRAP	2410	distal
chr1_11800544_11801356	AGTRAP	4313	distal
chr1_11808757_11809688	AGTRAP;C1orf167	0;-12156	distal;distal
chr1_11822046_11822377	C1orf167	203	distal
chr1_11844961_11845660	C1orf167;MTHFR	0;10942	distal;distal
chr1_11850636_11851598	MTHFR	5004	distal
chr1_11862615_11867183	CLCN6;MTHFR	0;0	promoter;promoter
chr1_11874767_11875632	CLCN6;MTHFR	0;-7791	distal;distal
chr1_11898508_11899157	CLCN6;NPPA	0;8683	distal;distal
chr1_11901381_11901560	CLCN6;NPPA	0;6280	distal;distal
chr1_11902553_11903190	CLCN6;NPPA	0;4650	distal;distal
chr1_11911301_11911710	NPPA	-2900	distal
chr1_11919277_11919721	NPPB	-290	promoter
chr1_11925612_11925835	NPPB	-6625	distal
chr1_11953928_11954416	KIAA2013	32044	distal
chr1_11965510_11966135	KIAA2013	20325	distal
chr1_11967493_11970607	KIAA2013	15853	distal
chr1_11985833_11987225	KIAA2013	0	promoter
chr1_11994070_11995330	PLOD1	0	promoter
chr1_12020705_12021605	MFN2;PLOD1	-18633;0	distal;distal
chr1_12027204_12027500	MFN2;PLOD1	-12738;0	distal;distal
chr1_12038421_12038718	MFN2	-1520	distal
chr1_12039595_12041097	MFN2	0	promoter
chr1_12042106_12042347	MFN2	1738	distal
chr1_12045858_12046377	MFN2	5490	distal
chr1_12078858_12080741	MIIP	0	promoter
chr1_12100355_12101092	MIIP	20833	distal
chr1_12107214_12108084	TNFRSF8	-15350	distal
chr1_12123129_12123892	TNFRSF8	0	promoter
chr1_12125998_12126115	TNFRSF8	2565	distal
chr1_12147678_12149146	TNFRSF8	24245	distal
chr1_12178591_12179085	TNFRSF8	-6871	distal
chr1_12184763_12186198	TNFRSF8	0	promoter
chr1_12192204_12193730	TNFRSF8	6249	distal
chr1_12200980_12201540	TNFRSF8	15025	distal
chr1_12202746_12204399	TNFRSF8	16791	distal
chr1_12206869_12206981	TNFRSF1B	-20079	distal
chr1_12208147_12209430	TNFRSF1B	-17630	distal
chr1_12210217_12211428	TNFRSF1B	-15632	distal
chr1_12211993_12213956	TNFRSF1B	-13104	distal
chr1_12217318_12218828	TNFRSF1B	-8232	distal
chr1_12219854_12220228	TNFRSF1B	-6832	distal
chr1_12221278_12222854	TNFRSF1B	-4206	distal
chr1_12224355_12224419	TNFRSF1B	-2641	distal
chr1_12225343_12225915	TNFRSF1B	-1145	distal
chr1_12226572_12235786	TNFRSF1B	0	promoter
chr1_12236740_12241348	TNFRSF1B	9681	distal
chr1_12242849_12243323	TNFRSF1B	15790	distal
chr1_12243887_12246450	TNFRSF1B	16828	distal
chr1_12254773_12255141	TNFRSF1B	27714	distal
chr1_12256403_12257299	TNFRSF1B	29344	distal
chr1_12261383_12262265	TNFRSF1B;VPS13D	0;-27824	distal;distal
chr1_12264125_12264634	TNFRSF1B;VPS13D	0;-25455	distal;distal
chr1_12268484_12269848	TNFRSF1B;VPS13D	0;-20241	distal;distal
chr1_12270388_12271332	VPS13D	-18757	distal
chr1_12289545_12291407	VPS13D	0	promoter
chr1_12404433_12406039	VPS13D	114310	distal
chr1_12436710_12437356	VPS13D	-87639	distal
chr1_12476200_12476528	VPS13D	-48467	distal
chr1_12493815_12494738	VPS13D	-30257	distal
chr1_12495640_12496192	VPS13D	-28803	distal
chr1_12498441_12499047	VPS13D	-25948	distal
chr1_12509273_12510189	VPS13D	-14806	distal
chr1_12532858_12533836	VPS13D	7864	distal
chr1_12535242_12536176	VPS13D	10248	distal
chr1_12538326_12539104	VPS13D	13332	distal
chr1_12540757_12541411	VPS13D	15763	distal
chr1_12570357_12571317	VPS13D	45363	distal
chr1_12655072_12657010	DHRS3	20727	distal
chr1_12657779_12658154	DHRS3	19583	distal
chr1_12661199_12662489	DHRS3	15248	distal
chr1_12664046_12664907	DHRS3	12830	distal
chr1_12675350_12680977	DHRS3	0	promoter
chr1_12691141_12691572	AADACL4	-12994	distal
chr1_12718957_12719421	AADACL4	14392	distal
chr1_13920010_13920756	PDPN	8044	distal
chr1_13949666_13950271	PDPN	37700	distal
chr1_13969089_13969789	PRDM2	-56946	distal
chr1_13992057_13992793	PRDM2	-33942	distal
chr1_13994215_13994616	PRDM2	-32119	distal
chr1_14025996_14028229	PRDM2	0	promoter
chr1_14028960_14029900	PRDM2	-1450	distal
chr1_14040078_14040278	PRDM2	8729	distal
chr1_14050039_14050804	PRDM2	18690	distal
chr1_14052244_14052790	PRDM2	20895	distal
chr1_14056776_14058164	PRDM2	-17734	distal
chr1_14059446_14060108	PRDM2	-15790	distal
chr1_14075022_14076816	PRDM2	0	promoter
chr1_14080055_14081425	PRDM2	4125	distal
chr1_14085761_14085787	PRDM2	9831	distal
chr1_14088971_14089279	PRDM2	13041	distal
chr1_14091413_14091880	PRDM2	15483	distal
chr1_14095522_14096127	PRDM2	19592	distal
chr1_14108667_14109144	PRDM2	32737	distal
chr1_14117130_14117500	PRDM2	41200	distal
chr1_14137709_14138110	PRDM2	61779	distal
chr1_14140079_14140504	PRDM2	64149	distal
chr1_15066027_15066169	KAZN	140815	distal
chr1_15250264_15251277	KAZN	0	promoter
chr1_15295612_15295867	KAZN	23198	distal
chr1_15392242_15393058	KAZN;TMEM51	0;-85970	distal;distal
chr1_15454950_15455431	TMEM51	-23597	distal
chr1_15464284_15464771	TMEM51	-14257	distal
chr1_15473458_15473787	TMEM51	-5241	distal
chr1_15478803_15481193	TMEM51	0	promoter
chr1_15494955_15495320	TMEM51	14671	distal
chr1_15550685_15551765	FHAD1	-22003	distal
chr1_15558033_15558639	FHAD1	-15129	distal
chr1_15572355_15574223	FHAD1	0	promoter
chr1_15575418_15576024	FHAD1	1651	distal
chr1_15579396_15579765	FHAD1	1116	distal
chr1_15584597_15585877	FHAD1	6317	distal
chr1_15587192_15588505	FHAD1	8912	distal
chr1_15598954_15599441	FHAD1	20674	distal
chr1_15602506_15602809	FHAD1	24226	distal
chr1_15623507_15623868	FHAD1	-8390	distal
chr1_15631225_15631577	FHAD1	-681	promoter
chr1_15649937_15650474	FHAD1	17662	distal
chr1_15666812_15667317	FHAD1	34537	distal
chr1_15668438_15668906	FHAD1	36163	distal
chr1_15671621_15674136	FHAD1	39346	distal
chr1_15678889_15679540	FHAD1	46614	distal
chr1_15691359_15691605	EFHD2;FHAD1	-44786;0	distal;distal
chr1_15710781_15711331	EFHD2;FHAD1	-25060;0	distal;distal
chr1_15712616_15713135	EFHD2;FHAD1	-23256;0	distal;distal
chr1_15731669_15732295	EFHD2	-4096	distal
chr1_15733291_15734602	EFHD2	-1789	distal
chr1_15735254_15741348	EFHD2	0	promoter
chr1_15742143_15744724	EFHD2	5753	distal
chr1_15745581_15746767	EFHD2	9191	distal
chr1_15747471_15748757	EFHD2	11081	distal
chr1_15749590_15749913	EFHD2	13200	distal
chr1_15750586_15751276	CTRC;EFHD2	-13659;0	distal;distal
chr1_15752986_15758449	CTRC;EFHD2	-6486;0	distal;distal
chr1_15761104_15761713	CTRC	-3222	distal
chr1_15791385_15791666	CELA2A	8162	distal
chr1_15827915_15828315	CASP9	22475	distal
chr1_15841568_15841969	CASP9	8821	distal
chr1_15850072_15854055	CASP9;DNAJC16	0;0	promoter;promoter
chr1_15898401_15898601	AGMAT;DNAJC16	13004;0	distal;distal
chr1_15905352_15906392	AGMAT	5213	distal
chr1_15910874_15911903	AGMAT	0	promoter
chr1_15921611_15921952	AGMAT	-10007	distal
chr1_15929457_15930779	DDI2	-13216	distal
chr1_15943044_15945603	DDI2	0	promoter
chr1_15946617_15947018	DDI2	2623	distal
chr1_16001248_16001525	PLEKHM2	-9302	distal
chr1_16005124_16005373	PLEKHM2	-5454	distal
chr1_16007212_16007614	PLEKHM2	-3213	distal
chr1_16008410_16009389	PLEKHM2	-1438	distal
chr1_16010432_16011910	PLEKHM2	0	promoter
chr1_16023150_16024397	PLEKHM2	12100	distal
chr1_16067793_16068287	SLC25A34;TMEM82	0;-630	distal;promoter
chr1_16085189_16085246	FBLIM1	276	distal
chr1_16115062_16115552	UQCRHL	20291	distal
chr1_16118472_16118941	UQCRHL	16902	distal
chr1_16129882_16130231	UQCRHL	5612	distal
chr1_16141954_16142448	UQCRHL	-6112	distal
chr1_16155998_16156985	SPEN	-17374	distal
chr1_16159547_16164358	SPEN	-10001	distal
chr1_16173317_16176885	SPEN	0	promoter
chr1_16212192_16213444	SPEN	37834	distal
chr1_16219687_16220032	SPEN	45329	distal
chr1_16242498_16242854	SPEN;ZBTB17	0;59720	distal;distal
chr1_16245960_16246117	SPEN;ZBTB17	0;56457	distal;distal
chr1_16264161_16264466	SPEN;ZBTB17	0;38108	distal;distal
chr1_16275165_16278232	ZBTB17	24342	distal
chr1_16279139_16279726	ZBTB17	22848	distal
chr1_16290388_16290868	ZBTB17	11706	distal
chr1_16292240_16293249	ZBTB17	9325	distal
chr1_16301683_16303119	ZBTB17	0	promoter
chr1_16320969_16321449	C1orf64	-9282	distal
chr1_16335446_16335935	C1orf64	4716	distal
chr1_16339151_16340139	HSPB7	4361	distal
chr1_16353246_16353549	CLCNKA	4700	distal
chr1_16359245_16359761	CLCNKA;CLCNKB	0;-10470	distal;distal
chr1_16374933_16375402	CLCNKB	0	promoter
chr1_16382160_16383067	CLCNKB	6877	distal
chr1_16399732_16400606	FAM131C	0	promoter
chr1_16405258_16406244	FAM131C	-5138	distal
chr1_16408782_16409239	FAM131C	-8662	distal
chr1_16449328_16450681	EPHA2	31901	distal
chr1_16481012_16482843	EPHA2	0	promoter
chr1_16484456_16484963	EPHA2	-1875	distal
chr1_16488366_16489352	EPHA2	-5785	distal
chr1_16493967_16494780	EPHA2	-11386	distal
chr1_16495384_16495499	EPHA2	-12803	distal
chr1_16499508_16500366	EPHA2	-16927	distal
chr1_16514082_16514799	ARHGEF19	24305	distal
chr1_16531486_16531853	ARHGEF19	7251	distal
chr1_16532415_16534296	ARHGEF19	4808	distal
chr1_16542548_16544706	ARHGEF19	-3445	distal
chr1_16562572_16564846	RSG1	0	promoter
chr1_16570625_16571346	RSG1	-6969	distal
chr1_16619921_16620612	FBXO42;RSG1	0;-56265	distal;distal
chr1_16675391_16675767	FBXO42	3182	distal
chr1_16677330_16680060	FBXO42	0	promoter
chr1_16689774_16690383	SZRD1	-3195	distal
chr1_16691101_16691967	SZRD1	-1611	distal
chr1_16693063_16695055	SZRD1	0	promoter
chr1_16698172_16698728	SZRD1	4413	distal
chr1_16713213_16714263	SZRD1	19454	distal
chr1_16718012_16718321	SZRD1	24253	distal
chr1_16746989_16748042	SPATA21	9824	distal
chr1_16766557_16768242	NECAP2	0	promoter
chr1_16768790_16769075	NECAP2	1560	distal
chr1_16770808_16771237	NECAP2	3578	distal
chr1_16824948_16826527	AL355149.2	-39034	distal
chr1_16827032_16827900	AL355149.2	-37661	distal
chr1_16835632_16835721	AL355149.2	-29840	distal
chr1_16839364_16841566	AL355149.2	-23995	distal
chr1_16893272_16893701	AL355149.2;NBPF1	27712;0	distal;distal
chr1_16918224_16918666	NBPF1	21316	distal
chr1_16927129_16927544	NBPF1	12438	distal
chr1_16928856_16929206	NBPF1	10776	distal
chr1_16932672_16932920	NBPF1	7062	distal
chr1_16934076_16934360	NBPF1	5622	distal
chr1_16938441_16941242	NBPF1	0	promoter
chr1_16941807_16942033	NBPF1	-1826	distal
chr1_16943732_16943948	NBPF1	-3751	distal
chr1_16944773_16944824	NBPF1	-4792	distal
chr1_16946991_16948629	NBPF1	-7010	distal
chr1_16949150_16949292	NBPF1	-9169	distal
chr1_16950634_16953196	NBPF1	-10653	distal
chr1_16955033_16955379	NBPF1	-15052	distal
chr1_16957489_16958046	NBPF1	-17508	distal
chr1_16969396_16972231	AL137798.1	-27267	distal
chr1_16974164_16974717	AL137798.1	-24781	distal
chr1_17003321_17003669	AL137798.1	3824	distal
chr1_17004466_17005002	AL137798.1	4969	distal
chr1_17014904_17015121	AL137798.1	15407	distal
chr1_17017585_17018284	AL137798.1	18088	distal
chr1_17018961_17020819	AL137798.1	19464	distal
chr1_17022349_17028623	AL137798.1	22852	distal
chr1_17029414_17031438	AL021920.2	29518	distal
chr1_17032976_17034931	AL021920.2	26025	distal
chr1_17035827_17037560	AL021920.2	23396	distal
chr1_17041903_17042360	AL021920.2	18596	distal
chr1_17044041_17044336	AL021920.2	16620	distal
chr1_17045429_17045592	AL021920.2	15364	distal
chr1_17053587_17054985	AL021920.2	5971	distal
chr1_17199142_17200203	CROCC	-48242	distal
chr1_17215269_17216439	CROCC	-32006	distal
chr1_17221693_17224200	CROCC	-24245	distal
chr1_17227207_17227887	CROCC	-20558	distal
chr1_17229747_17233285	CROCC	-15160	distal
chr1_17236577_17236637	CROCC	-11808	distal
chr1_17238801_17242544	CROCC	-5901	distal
chr1_17247978_17248666	CROCC	0	promoter
chr1_17254308_17254364	CROCC	5864	distal
chr1_17277945_17278640	CROCC;MFAP2	0;26131	distal;distal
chr1_17286964_17287891	CROCC;MFAP2	0;16880	distal;distal
chr1_17289946_17290290	CROCC;MFAP2	0;14481	distal;distal
chr1_17307214_17307310	MFAP2	20	promoter
chr1_17336046_17338959	ATP13A2	0	promoter
chr1_17340329_17340840	ATP13A2	-1907	distal
chr1_17349744_17349831	ATP13A2;SDHB	-11322;0	distal;distal
chr1_17371615_17372937	SDHB	7728	distal
chr1_17379673_17381401	SDHB	0	promoter
chr1_17385995_17387335	SDHB	-5331	distal
chr1_17388059_17388388	SDHB	-7395	distal
chr1_17392203_17393975	PADI2;SDHB	0;-11539	distal;distal
chr1_17401916_17402296	PADI2;SDHB	0;-21252	distal;distal
chr1_17424424_17425563	PADI2	20367	distal
chr1_17445183_17446825	PADI2	0	promoter
chr1_17449877_17450006	PADI2	-3948	distal
chr1_17452185_17452705	PADI2	-6256	distal
chr1_17454820_17455344	PADI2	-8891	distal
chr1_17467766_17468779	PADI2	-21837	distal
chr1_17487825_17488155	PADI2	-41896	distal
chr1_17503195_17503469	PADI1	-28152	distal
chr1_17508364_17508543	PADI1	-23078	distal
chr1_17517889_17518510	PADI1	-13111	distal
chr1_17528116_17528521	PADI1	-3100	distal
chr1_17533475_17534958	PADI1	1855	distal
chr1_17539166_17539670	PADI1	7546	distal
chr1_17563454_17563969	PADI1;PADI3	0;-11624	distal;distal
chr1_17565855_17566283	PADI1;PADI3	0;-9310	distal;distal
chr1_17600735_17601053	PADI3	25143	distal
chr1_17603107_17603497	PADI3	27515	distal
chr1_17608257_17608977	PADI3;PADI4	0;-25713	distal;distal
chr1_17613952_17614251	PADI4	-20439	distal
chr1_17630702_17631181	PADI4	-3509	distal
chr1_17634400_17635448	PADI4	0	promoter
chr1_17638907_17638913	PADI4	4216	distal
chr1_17662600_17662921	AC004824.2;PADI4	13149;0	distal;distal
chr1_17691706_17692234	PADI6	-6457	distal
chr1_17724763_17725188	PADI6	26073	distal
chr1_17732574_17733076	RCC2	31981	distal
chr1_17746229_17746803	RCC2	18254	distal
chr1_17757858_17759088	RCC2	5969	distal
chr1_17762984_17766789	RCC2	0	promoter
chr1_17768241_17768247	RCC2	-2022	distal
chr1_17820686_17821127	ARHGEF10L	-45203	distal
chr1_17828782_17829178	ARHGEF10L	-37152	distal
chr1_17835884_17836162	ARHGEF10L	-30168	distal
chr1_17862746_17863290	ARHGEF10L	-3040	distal
chr1_17866269_17866456	ARHGEF10L	0	promoter
chr1_17896278_17896622	ARHGEF10L	-10426	distal
chr1_17929740_17930403	ARHGEF10L	-14408	distal
chr1_17933339_17933728	ARHGEF10L	-11083	distal
chr1_17941107_17942072	ARHGEF10L	-2739	distal
chr1_17944583_17945331	ARHGEF10L	0	promoter
chr1_17956193_17958015	ARHGEF10L	11383	distal
chr1_17961837_17962939	ARHGEF10L	17027	distal
chr1_17966707_17967319	ARHGEF10L	21897	distal
chr1_17980290_17980615	ARHGEF10L	35480	distal
chr1_17985269_17985752	ARHGEF10L	40459	distal
chr1_17988084_17988426	ARHGEF10L	43274	distal
chr1_18001209_18001743	ARHGEF10L	56399	distal
chr1_18003141_18003448	ARHGEF10L	58331	distal
chr1_18486892_18487484	IGSF21	52653	distal
chr1_18504615_18504923	IGSF21	70376	distal
chr1_18978268_18978444	PAX7	20251	distal
chr1_19143530_19143548	TAS1R2	42628	distal
chr1_19154742_19154991	TAS1R2	31185	distal
chr1_19201707_19202088	ALDH4A1;RP13-279N23.2	15297;0	distal;distal
chr1_19210578_19211045	ALDH4A1;RP13-279N23.2	6340;0	distal;distal
chr1_19227622_19230139	ALDH4A1;RP13-279N23.2	0;0	promoter;distal
chr1_19233329_19235166	ALDH4A1;IFFO2;RP13-279N23.2	-4055;0;0	distal;distal;distal
chr1_19239337_19240089	IFFO2;RP13-279N23.2	0;7526	distal;distal
chr1_19248655_19252059	IFFO2;RP13-279N23.2	0;-1041	distal;distal
chr1_19252659_19255274	IFFO2;RP13-279N23.2	0;-5045	distal;distal
chr1_19255827_19257298	IFFO2;RP13-279N23.2	0;-8213	distal;distal
chr1_19258567_19259276	IFFO2;RP13-279N23.2	0;-10953	distal;distal
chr1_19261121_19262143	IFFO2;RP13-279N23.2	0;-13507	distal;distal
chr1_19264803_19265578	IFFO2;RP13-279N23.2	0;-17189	distal;distal
chr1_19268295_19268779	IFFO2	14401	distal
chr1_19271070_19271757	IFFO2	11423	distal
chr1_19273387_19279356	IFFO2	3824	distal
chr1_19280167_19284896	IFFO2	0	promoter
chr1_19298971_19299814	IFFO2	-15792	distal
chr1_19337499_19337909	IFFO2	-54320	distal
chr1_19400741_19401723	UBR4	7011	distal
chr1_19407670_19408499	UBR4	235	distal
chr1_19450380_19450837	UBR4	-5038	distal
chr1_19506181_19506767	UBR4	30003	distal
chr1_19531174_19531283	UBR4	5487	distal
chr1_19535586_19537804	UBR4	0	promoter
chr1_19567632_19568237	EMC1	9766	distal
chr1_19577436_19579137	EMC1;MRTO4	0;0	promoter;promoter
chr1_19615058_19615605	AKR7A3	139	distal
chr1_19637619_19639799	AKR7A2;PQLC2	0;0	promoter;promoter
chr1_19640457_19641208	PQLC2	1623	distal
chr1_19641772_19642608	PQLC2	2938	distal
chr1_19648939_19649302	PQLC2	10105	distal
chr1_19667872_19668591	CAPZB;PQLC2	0;29038	distal;distal
chr1_19670799_19671274	CAPZB;PQLC2	0;31965	distal;distal
chr1_19672581_19672833	CAPZB;PQLC2	0;33747	distal;distal
chr1_19674030_19674699	CAPZB;PQLC2	0;35196	distal;distal
chr1_19697036_19697339	CAPZB	48906	distal
chr1_19717116_19718806	CAPZB	27439	distal
chr1_19761727_19761994	CAPZB	-15483	distal
chr1_19763138_19763619	CAPZB	-16894	distal
chr1_19766353_19766653	CAPZB	-20109	distal
chr1_19774994_19776020	CAPZB	-28750	distal
chr1_19781175_19781675	CAPZB	29483	distal
chr1_19786017_19786548	CAPZB	24610	distal
chr1_19789378_19790402	CAPZB	20756	distal
chr1_19794734_19796514	CAPZB	14644	distal
chr1_19802835_19805333	CAPZB	5825	distal
chr1_19809780_19813072	CAPZB	0	promoter
chr1_19814136_19814827	CAPZB	-2130	distal
chr1_19831571_19832781	CAPZB	-19565	distal
chr1_19835249_19835895	CAPZB	-23243	distal
chr1_19837895_19837937	CAPZB	-25889	distal
chr1_19843354_19843915	CAPZB	-31348	distal
chr1_19860130_19860529	CAPZB	-48124	distal
chr1_19884163_19884621	MINOS1	-38850	distal
chr1_19906355_19906824	MINOS1	-16647	distal
chr1_19908682_19909187	MINOS1	-14284	distal
chr1_19922635_19924860	MINOS1;MINOS1-NBL1;NBL1	0;0;0	promoter;promoter;promoter
chr1_19926482_19927373	MINOS1;MINOS1-NBL1;NBL1	0;2922;0	distal;distal;distal
chr1_19933107_19933739	MINOS1;MINOS1-NBL1;NBL1	0;9547;0	distal;distal;distal
chr1_19970048_19971993	MINOS1-NBL1;NBL1	0;0	distal;promoter
chr1_19972923_19973173	MINOS1-NBL1;NBL1	0;664	distal;distal
chr1_19974011_19974543	MINOS1-NBL1;NBL1	0;0	distal;promoter
chr1_19977562_19978064	MINOS1-NBL1;NBL1	0;3459	distal;distal
chr1_19979915_19980703	MINOS1-NBL1;NBL1	0;5812	distal;distal
chr1_19986128_19986748	HTR6	-5032	distal
chr1_19988125_19988679	HTR6	-3101	distal
chr1_19990637_19992663	HTR6	0	promoter
chr1_20014170_20015689	HTR6;TMCO4	22391;0	distal;distal
chr1_20030945_20031455	HTR6;TMCO4	39166;0	distal;distal
chr1_20041960_20042548	HTR6;TMCO4	50181;0	distal;distal
chr1_20125702_20127202	TMCO4	0	promoter
chr1_20137736_20138087	RNF186	3684	distal
chr1_20208312_20209693	OTUD3	0	promoter
chr1_20244462_20244910	PLA2G2E	5200	distal
chr1_20385132_20385347	PLA2G5	-11354	distal
chr1_20386387_20386711	PLA2G5	-9990	distal
chr1_20404801_20405167	PLA2G5	8101	distal
chr1_20407531_20407878	PLA2G5	10831	distal
chr1_20427414_20427767	PLA2G2D	18283	distal
chr1_20478431_20480761	PLA2G2F	12613	distal
chr1_20497874_20498485	PLA2G2C	3202	distal
chr1_20505650_20505905	PLA2G2C	-1734	distal
chr1_20511189_20514088	UBXN10	0	promoter
chr1_20521637_20522064	UBXN10	9060	distal
chr1_20539092_20539830	UBXN10	26515	distal
chr1_20575484_20575833	VWA5B1	-41579	distal
chr1_20648620_20649001	VWA5B1	31209	distal
chr1_20649509_20650002	VWA5B1	32098	distal
chr1_20669639_20670529	VWA5B1	52228	distal
chr1_20703422_20703758	VWA5B1	86011	distal
chr1_20767255_20767669	CAMK2N1	45044	distal
chr1_20810856_20810984	CAMK2N1	1729	distal
chr1_20811683_20813804	CAMK2N1	0	promoter
chr1_20820039_20821100	CAMK2N1	-7327	distal
chr1_20833807_20835130	MUL1	0	promoter
chr1_20848772_20849250	MUL1	-14119	distal
chr1_20901661_20902195	CDA	-13246	distal
chr1_20902734_20903179	CDA	-12262	distal
chr1_20914046_20914501	CDA	-940	promoter
chr1_20915067_20917452	CDA	0	promoter
chr1_20923682_20924537	CDA	8242	distal
chr1_20929995_20931575	CDA	14555	distal
chr1_20959433_20961405	PINK1	0	promoter
chr1_20966538_20967056	PINK1	6591	distal
chr1_20987062_20988740	DDOST	0	promoter
chr1_21005099_21005537	DDOST;KIF17	-17063;0	distal;distal
chr1_21009034_21009430	DDOST;KIF17	-20998;0	distal;distal
chr1_21022679_21023806	KIF17	20178	distal
chr1_21043875_21045020	KIF17	0	promoter
chr1_21056717_21057090	SH2D5	1939	distal
chr1_21057740_21060254	SH2D5	0	promoter
chr1_21112205_21114799	HP1BP3	0	promoter
chr1_21178239_21178725	EIF4G3;HP1BP3	0;-65059	distal;distal
chr1_21258726_21259545	EIF4G3	117942	distal
chr1_21291078_21291777	EIF4G3	85710	distal
chr1_21348686_21349603	EIF4G3	27884	distal
chr1_21377743_21378084	EIF4G3	-257	promoter
chr1_21417398_21417992	EIF4G3	-39912	distal
chr1_21427114_21427377	EIF4G3	-49628	distal
chr1_21501470_21504270	EIF4G3	0	promoter
chr1_21510682_21511171	EIF4G3	-7302	distal
chr1_21521596_21522088	EIF4G3	-18216	distal
chr1_21543317_21543767	ECE1;EIF4G3	0;-39937	distal;distal
chr1_21544447_21544732	ECE1;EIF4G3	0;-41067	distal;distal
chr1_21558422_21559059	ECE1	46983	distal
chr1_21580655_21580719	ECE1	25323	distal
chr1_21581637_21582307	ECE1	23735	distal
chr1_21588012_21589085	ECE1	16957	distal
chr1_21596602_21597267	ECE1	8775	distal
chr1_21605398_21605724	ECE1	318	distal
chr1_21606391_21607221	ECE1	-350	promoter
chr1_21611251_21611788	ECE1	4962	distal
chr1_21614616_21614781	ECE1	1969	distal
chr1_21615862_21617681	ECE1	0	promoter
chr1_21619044_21621960	ECE1	-2063	distal
chr1_21625448_21625776	ECE1	-8467	distal
chr1_21633923_21634526	ECE1	-16942	distal
chr1_21643702_21644272	ECE1	-26721	distal
chr1_21649101_21649473	ECE1	22524	distal
chr1_21650702_21652320	ECE1	19677	distal
chr1_21655957_21656588	ECE1	15409	distal
chr1_21658394_21662068	ECE1	9929	distal
chr1_21663943_21665326	ECE1	6671	distal
chr1_21667063_21667288	ECE1	4709	distal
chr1_21669383_21672908	ECE1	0	promoter
chr1_21691561_21691895	ECE1	-19565	distal
chr1_21694872_21695421	ECE1	-22876	distal
chr1_21724262_21724784	NBPF3	-41837	distal
chr1_21766082_21767635	NBPF3	0	promoter
chr1_21780460_21780861	NBPF3	13655	distal
chr1_21815231_21815598	NBPF3	20189	distal
